FIPS,COUNTY,FIPS3,FIPS2
47077,Henderson County,'47077',47077
47079,Henry County,'47079',47079
47081,Hickman County,'47081',47081
47083,Houston County,'47083',47083
47085,Humphreys County,'47085',47085
47087,Jackson County,'47087',47087
47089,Jefferson County,'47089',47089
47091,Johnson County,'47091',47091
47093,Knox County,'47093',47093
47095,Lake County,'47095',47095
47097,Lauderdale County,'47097',47097
47099,Lawrence County,'47099',47099
47101,Lewis County,'47101',47101
47103,Lincoln County,'47103',47103
47105,Loudon County,'47105',47105
47107,McMinn County,'47107',47107
47109,McNairy County,'47109',47109
47111,Macon County,'47111',47111
47113,Madison County,'47113',47113
47115,Marion County,'47115',47115
47117,Marshall County,'47117',47117
47119,Maury County,'47119',47119
47121,Meigs County,'47121',47121
47123,Monroe County,'47123',47123
47125,Montgomery County,'47125',47125
47127,Moore County,'47127',47127
47129,Morgan County,'47129',47129
47131,Obion County,'47131',47131
47133,Overton County,'47133',47133
47135,Perry County,'47135',47135
47137,Pickett County,'47137',47137
47139,Polk County,'47139',47139
47141,Putnam County,'47141',47141
47143,Rhea County,'47143',47143
47145,Roane County,'47145',47145
47147,Robertson County,'47147',47147
47149,Rutherford County,'47149',47149
47151,Scott County,'47151',47151
47153,Sequatchie County,'47153',47153
47155,Sevier County,'47155',47155
47157,Shelby County,'47157',47157
47159,Smith County,'47159',47159
47161,Stewart County,'47161',47161
47163,Sullivan County,'47163',47163
47165,Sumner County,'47165',47165
47167,Tipton County,'47167',47167
47169,Trousdale County,'47169',47169
47171,Unicoi County,'47171',47171
47173,Union County,'47173',47173
47175,Van Buren County,'47175',47175
47177,Warren County,'47177',47177
47179,Washington County,'47179',47179
47181,Wayne County,'47181',47181
47183,Weakley County,'47183',47183
47185,White County,'47185',47185
47187,Williamson County,'47187',47187
47189,Wilson County,'47189',47189
48001,Anderson County,'48001',48001
48003,Andrews County,'48003',48003
48005,Angelina County,'48005',48005
48007,Aransas County,'48007',48007
48009,Archer County,'48009',48009
48011,Armstrong County,'48011',48011
48013,Atascosa County,'48013',48013
48015,Austin County,'48015',48015
48017,Bailey County,'48017',48017
48019,Bandera County,'48019',48019
48021,Bastrop County,'48021',48021
48023,Baylor County,'48023',48023
48025,Bee County,'48025',48025
48027,Bell County,'48027',48027
48029,Bexar County,'48029',48029
48031,Blanco County,'48031',48031
48033,Borden County,'48033',48033
48035,Bosque County,'48035',48035
48037,Bowie County,'48037',48037
48039,Brazoria County,'48039',48039
48041,Brazos County,'48041',48041
48043,Brewster County,'48043',48043
48045,Briscoe County,'48045',48045
48047,Brooks County,'48047',48047
48049,Brown County,'48049',48049
48051,Burleson County,'48051',48051
48053,Burnet County,'48053',48053
48055,Caldwell County,'48055',48055
48057,Calhoun County,'48057',48057
48059,Callahan County,'48059',48059
48061,Cameron County,'48061',48061
48063,Camp County,'48063',48063
48065,Carson County,'48065',48065
48067,Cass County,'48067',48067
48069,Castro County,'48069',48069
48071,Chambers County,'48071',48071
48073,Cherokee County,'48073',48073
48075,Childress County,'48075',48075
48077,Clay County,'48077',48077
48079,Cochran County,'48079',48079
48081,Coke County,'48081',48081
48083,Coleman County,'48083',48083
48085,Collin County,'48085',48085
48087,Collingsworth County,'48087',48087
48089,Colorado County,'48089',48089
48091,Comal County,'48091',48091
48093,Comanche County,'48093',48093
48095,Concho County,'48095',48095
48097,Cooke County,'48097',48097
48099,Coryell County,'48099',48099
48101,Cottle County,'48101',48101
48103,Crane County,'48103',48103
48105,Crockett County,'48105',48105
48107,Crosby County,'48107',48107
48109,Culberson County,'48109',48109
48111,Dallam County,'48111',48111
48113,Dallas County,'48113',48113
48115,Dawson County,'48115',48115
48117,Deaf Smith County,'48117',48117
48119,Delta County,'48119',48119
48121,Denton County,'48121',48121
48123,DeWitt County,'48123',48123
48125,Dickens County,'48125',48125
48127,Dimmit County,'48127',48127
48129,Donley County,'48129',48129
48131,Duval County,'48131',48131
48133,Eastland County,'48133',48133
48135,Ector County,'48135',48135
48137,Edwards County,'48137',48137
48139,Ellis County,'48139',48139
48141,El Paso County,'48141',48141
48143,Erath County,'48143',48143
48145,Falls County,'48145',48145
48147,Fannin County,'48147',48147
48149,Fayette County,'48149',48149
48151,Fisher County,'48151',48151
48153,Floyd County,'48153',48153
48155,Foard County,'48155',48155
48157,Fort Bend County,'48157',48157
48159,Franklin County,'48159',48159
48161,Freestone County,'48161',48161
48163,Frio County,'48163',48163
48165,Gaines County,'48165',48165
48167,Galveston County,'48167',48167
48169,Garza County,'48169',48169
48171,Gillespie County,'48171',48171
48173,Glasscock County,'48173',48173
48175,Goliad County,'48175',48175
48177,Gonzales County,'48177',48177
48179,Gray County,'48179',48179
48181,Grayson County,'48181',48181
48183,Gregg County,'48183',48183
48185,Grimes County,'48185',48185
48187,Guadalupe County,'48187',48187
48189,Hale County,'48189',48189
48191,Hall County,'48191',48191
48193,Hamilton County,'48193',48193
48195,Hansford County,'48195',48195
48197,Hardeman County,'48197',48197
48199,Hardin County,'48199',48199
48201,Harris County,'48201',48201
48203,Harrison County,'48203',48203
48205,Hartley County,'48205',48205
48207,Haskell County,'48207',48207
48209,Hays County,'48209',48209
48211,Hemphill County,'48211',48211
48213,Henderson County,'48213',48213
48215,Hidalgo County,'48215',48215
48217,Hill County,'48217',48217
48219,Hockley County,'48219',48219
48221,Hood County,'48221',48221
48223,Hopkins County,'48223',48223
48225,Houston County,'48225',48225
48227,Howard County,'48227',48227
48229,Hudspeth County,'48229',48229
48231,Hunt County,'48231',48231
48233,Hutchinson County,'48233',48233
48235,Irion County,'48235',48235
48237,Jack County,'48237',48237
48239,Jackson County,'48239',48239
48241,Jasper County,'48241',48241
48243,Jeff Davis County,'48243',48243
48245,Jefferson County,'48245',48245
48247,Jim Hogg County,'48247',48247
48249,Jim Wells County,'48249',48249
48251,Johnson County,'48251',48251
48253,Jones County,'48253',48253
48255,Karnes County,'48255',48255
48257,Kaufman County,'48257',48257
48259,Kendall County,'48259',48259
48261,Kenedy County,'48261',48261
48263,Kent County,'48263',48263
48265,Kerr County,'48265',48265
48267,Kimble County,'48267',48267
48269,King County,'48269',48269
48271,Kinney County,'48271',48271
48273,Kleberg County,'48273',48273
48275,Knox County,'48275',48275
48277,Lamar County,'48277',48277
48279,Lamb County,'48279',48279
48281,Lampasas County,'48281',48281
48283,La Salle County,'48283',48283
48285,Lavaca County,'48285',48285
48287,Lee County,'48287',48287
48289,Leon County,'48289',48289
48291,Liberty County,'48291',48291
48293,Limestone County,'48293',48293
48295,Lipscomb County,'48295',48295
48297,Live Oak County,'48297',48297
48299,Llano County,'48299',48299
48301,Loving County,'48301',48301
48303,Lubbock County,'48303',48303
48305,Lynn County,'48305',48305
48307,McCulloch County,'48307',48307
48309,McLennan County,'48309',48309
48311,McMullen County,'48311',48311
48313,Madison County,'48313',48313
48315,Marion County,'48315',48315
48317,Martin County,'48317',48317
48319,Mason County,'48319',48319
48321,Matagorda County,'48321',48321
48323,Maverick County,'48323',48323
48325,Medina County,'48325',48325
48327,Menard County,'48327',48327
48329,Midland County,'48329',48329
48331,Milam County,'48331',48331
48333,Mills County,'48333',48333
48335,Mitchell County,'48335',48335
48337,Montague County,'48337',48337
48339,Montgomery County,'48339',48339
48341,Moore County,'48341',48341
48343,Morris County,'48343',48343
48345,Motley County,'48345',48345
48347,Nacogdoches County,'48347',48347
48349,Navarro County,'48349',48349
48351,Newton County,'48351',48351
48353,Nolan County,'48353',48353
48355,Nueces County,'48355',48355
48357,Ochiltree County,'48357',48357
48359,Oldham County,'48359',48359
48361,Orange County,'48361',48361
48363,Palo Pinto County,'48363',48363
48365,Panola County,'48365',48365
48367,Parker County,'48367',48367
48369,Parmer County,'48369',48369
48371,Pecos County,'48371',48371
48373,Polk County,'48373',48373
48375,Potter County,'48375',48375
48377,Presidio County,'48377',48377
48379,Rains County,'48379',48379
48381,Randall County,'48381',48381
48383,Reagan County,'48383',48383
48385,Real County,'48385',48385
48387,Red River County,'48387',48387
48389,Reeves County,'48389',48389
48391,Refugio County,'48391',48391
48393,Roberts County,'48393',48393
48395,Robertson County,'48395',48395
48397,Rockwall County,'48397',48397
48399,Runnels County,'48399',48399
48401,Rusk County,'48401',48401
48403,Sabine County,'48403',48403
48405,San Augustine County,'48405',48405
48407,San Jacinto County,'48407',48407
48409,San Patricio County,'48409',48409
48411,San Saba County,'48411',48411
48413,Schleicher County,'48413',48413
48415,Scurry County,'48415',48415
48417,Shackelford County,'48417',48417
48419,Shelby County,'48419',48419
48421,Sherman County,'48421',48421
48423,Smith County,'48423',48423
48425,Somervell County,'48425',48425
48427,Starr County,'48427',48427
48429,Stephens County,'48429',48429
48431,Sterling County,'48431',48431
48433,Stonewall County,'48433',48433
48435,Sutton County,'48435',48435
48437,Swisher County,'48437',48437
48439,Tarrant County,'48439',48439
48441,Taylor County,'48441',48441
48443,Terrell County,'48443',48443
48445,Terry County,'48445',48445
48447,Throckmorton County,'48447',48447
48449,Titus County,'48449',48449
48451,Tom Green County,'48451',48451
48453,Travis County,'48453',48453
48455,Trinity County,'48455',48455
48457,Tyler County,'48457',48457
48459,Upshur County,'48459',48459
48461,Upton County,'48461',48461
48463,Uvalde County,'48463',48463
48465,Val Verde County,'48465',48465
48467,Van Zandt County,'48467',48467
48469,Victoria County,'48469',48469
48471,Walker County,'48471',48471
48473,Waller County,'48473',48473
48475,Ward County,'48475',48475
48477,Washington County,'48477',48477
48479,Webb County,'48479',48479
48481,Wharton County,'48481',48481
48483,Wheeler County,'48483',48483
48485,Wichita County,'48485',48485
48487,Wilbarger County,'48487',48487
48489,Willacy County,'48489',48489
48491,Williamson County,'48491',48491
48493,Wilson County,'48493',48493
48495,Winkler County,'48495',48495
48497,Wise County,'48497',48497
48499,Wood County,'48499',48499
48501,Yoakum County,'48501',48501
48503,Young County,'48503',48503
48505,Zapata County,'48505',48505
48507,Zavala County,'48507',48507
74050,Baker Island[4][u],'74050',74050
74100,Howland Island[u],'74100',74100
74150,Jarvis Island[u],'74150',74150
74200,Johnston Atoll[u],'74200',74200
74250,Kingman Reef[u],'74250',74250
74300,Midway Islands[u],'74300',74300
74350,Navassa Island[u],'74350',74350
74400,Palmyra Atoll[u],'74400',74400
74450,Wake Island[u],'74450',74450
49001,Beaver County,'49001',49001
49003,Box Elder County,'49003',49003
49005,Cache County,'49005',49005
49007,Carbon County,'49007',49007
49009,Daggett County,'49009',49009
49011,Davis County,'49011',49011
49013,Duchesne County,'49013',49013
49015,Emery County,'49015',49015
49017,Garfield County,'49017',49017
49019,Grand County,'49019',49019
49021,Iron County,'49021',49021
49023,Juab County,'49023',49023
49025,Kane County,'49025',49025
49027,Millard County,'49027',49027
49029,Morgan County,'49029',49029
49031,Piute County,'49031',49031
49033,Rich County,'49033',49033
49035,Salt Lake County,'49035',49035
49037,San Juan County,'49037',49037
49039,Sanpete County,'49039',49039
49041,Sevier County,'49041',49041
49043,Summit County,'49043',49043
49045,Tooele County,'49045',49045
49047,Uintah County,'49047',49047
49049,Utah County,'49049',49049
49051,Wasatch County,'49051',49051
49053,Washington County,'49053',49053
49055,Wayne County,'49055',49055
49057,Weber County,'49057',49057
50001,Addison County,'50001',50001
50003,Bennington County,'50003',50003
50005,Caledonia County,'50005',50005
50007,Chittenden County,'50007',50007
50009,Essex County,'50009',50009
50011,Franklin County,'50011',50011
50013,Grand Isle County,'50013',50013
50015,Lamoille County,'50015',50015
50017,Orange County,'50017',50017
50019,Orleans County,'50019',50019
50021,Rutland County,'50021',50021
50023,Washington County,'50023',50023
50025,Windham County,'50025',50025
50027,Windsor County,'50027',50027
78010,Saint Croix Island[3],'78010',78010
78020,Saint John Island,'78020',78020
78030,Saint Thomas Island,'78030',78030
51001,Accomack County,'51001',51001
51003,Albemarle County,'51003',51003
51005,Alleghany County,'51005',51005
51007,Amelia County,'51007',51007
51009,Amherst County,'51009',51009
51011,Appomattox County,'51011',51011
51013,Arlington County,'51013',51013
51015,Augusta County,'51015',51015
51017,Bath County,'51017',51017
51019,Bedford County[v],'51019',51019
51021,Bland County,'51021',51021
51023,Botetourt County,'51023',51023
51025,Brunswick County,'51025',51025
51027,Buchanan County,'51027',51027
51029,Buckingham County,'51029',51029
51031,Campbell County,'51031',51031
51033,Caroline County,'51033',51033
51035,Carroll County,'51035',51035
51036,Charles City County,'51036',51036
51037,Charlotte County,'51037',51037
51041,Chesterfield County,'51041',51041
51043,Clarke County,'51043',51043
51045,Craig County,'51045',51045
51047,Culpeper County,'51047',51047
51049,Cumberland County,'51049',51049
51051,Dickenson County,'51051',51051
51053,Dinwiddie County,'51053',51053
51057,Essex County,'51057',51057
51059,Fairfax County,'51059',51059
51061,Fauquier County,'51061',51061
51063,Floyd County,'51063',51063
51065,Fluvanna County,'51065',51065
51067,Franklin County,'51067',51067
51069,Frederick County,'51069',51069
51071,Giles County,'51071',51071
51073,Gloucester County,'51073',51073
51075,Goochland County,'51075',51075
51077,Grayson County,'51077',51077
51079,Greene County,'51079',51079
51081,Greensville County,'51081',51081
51083,Halifax County,'51083',51083
51085,Hanover County,'51085',51085
51087,Henrico County,'51087',51087
51089,Henry County,'51089',51089
51091,Highland County,'51091',51091
51093,Isle of Wight County,'51093',51093
51095,James City County,'51095',51095
51097,King and Queen County,'51097',51097
51099,King George County,'51099',51099
51101,King William County,'51101',51101
51103,Lancaster County,'51103',51103
51105,Lee County,'51105',51105
51107,Loudoun County,'51107',51107
51109,Louisa County,'51109',51109
51111,Lunenburg County,'51111',51111
51113,Madison County,'51113',51113
51115,Mathews County,'51115',51115
51117,Mecklenburg County,'51117',51117
51119,Middlesex County,'51119',51119
51121,Montgomery County,'51121',51121
51125,Nelson County,'51125',51125
51127,New Kent County,'51127',51127
51131,Northampton County,'51131',51131
51133,Northumberland County,'51133',51133
51135,Nottoway County,'51135',51135
51137,Orange County,'51137',51137
51139,Page County,'51139',51139
51141,Patrick County,'51141',51141
51143,Pittsylvania County,'51143',51143
51145,Powhatan County,'51145',51145
51147,Prince Edward County,'51147',51147
51149,Prince George County,'51149',51149
51153,Prince William County,'51153',51153
51155,Pulaski County,'51155',51155
51157,Rappahannock County,'51157',51157
51159,Richmond County,'51159',51159
51161,Roanoke County,'51161',51161
51163,Rockbridge County,'51163',51163
51165,Rockingham County,'51165',51165
51167,Russell County,'51167',51167
51169,Scott County,'51169',51169
51171,Shenandoah County,'51171',51171
51173,Smyth County,'51173',51173
51175,Southampton County,'51175',51175
51177,Spotsylvania County,'51177',51177
51179,Stafford County,'51179',51179
51181,Surry County,'51181',51181
51183,Sussex County,'51183',51183
51185,Tazewell County,'51185',51185
51187,Warren County,'51187',51187
51191,Washington County,'51191',51191
51193,Westmoreland County,'51193',51193
51195,Wise County,'51195',51195
51197,Wythe County,'51197',51197
51199,York County,'51199',51199
51510,"Alexandria, City of[w]",'51510',51510
51520,"Bristol, City of[w]",'51520',51520
51530,"Buena Vista, City of[w]",'51530',51530
51540,"Charlottesville, City of[w]",'51540',51540
51550,"Chesapeake, City of[w]",'51550',51550
51570,"Colonial Heights, City of[w]",'51570',51570
51580,"Covington, City of[w]",'51580',51580
51590,"Danville, City of[w]",'51590',51590
51595,"Emporia, City of[w]",'51595',51595
51600,"Fairfax, City of[w]",'51600',51600
51610,"Falls Church, City of[w]",'51610',51610
51620,"Franklin, City of[w]",'51620',51620
51630,"Fredericksburg, City of[w]",'51630',51630
51640,"Galax, City of[w]",'51640',51640
51650,"Hampton, City of[w]",'51650',51650
51660,"Harrisonburg, City of[w]",'51660',51660
51670,"Hopewell, City of[w]",'51670',51670
51678,"Lexington, City of[w]",'51678',51678
51680,"Lynchburg, City of[w]",'51680',51680
51683,"Manassas, City of[w]",'51683',51683
51685,"Manassas Park, City of[w]",'51685',51685
51690,"Martinsville, City of[w]",'51690',51690
51700,"Newport News, City of[w]",'51700',51700
51710,"Norfolk, City of[w]",'51710',51710
51720,"Norton, City of[w]",'51720',51720
51730,"Petersburg, City of[w]",'51730',51730
51735,"Poquoson, City of[w]",'51735',51735
51740,"Portsmouth, City of[w]",'51740',51740
51750,"Radford, City of[w]",'51750',51750
51760,"Richmond, City of[w]",'51760',51760
51770,"Roanoke, City of[w]",'51770',51770
51775,"Salem, City of[w]",'51775',51775
51790,"Staunton, City of[w]",'51790',51790
51800,"Suffolk, City of[w]",'51800',51800
51810,"Virginia Beach, City of[w]",'51810',51810
51820,"Waynesboro, City of[w]",'51820',51820
51830,"Williamsburg, City of[w]",'51830',51830
51840,"Winchester, City of[w]",'51840',51840
53001,Adams County,'53001',53001
53003,Asotin County,'53003',53003
53005,Benton County,'53005',53005
53007,Chelan County,'53007',53007
53009,Clallam County,'53009',53009
53011,Clark County,'53011',53011
53013,Columbia County,'53013',53013
53015,Cowlitz County,'53015',53015
53017,Douglas County,'53017',53017
53019,Ferry County,'53019',53019
53021,Franklin County,'53021',53021
53023,Garfield County,'53023',53023
53025,Grant County,'53025',53025
53027,Grays Harbor County,'53027',53027
53029,Island County,'53029',53029
53031,Jefferson County,'53031',53031
53033,King County,'53033',53033
53035,Kitsap County,'53035',53035
53037,Kittitas County,'53037',53037
53039,Klickitat County,'53039',53039
53041,Lewis County,'53041',53041
53043,Lincoln County,'53043',53043
53045,Mason County,'53045',53045
53047,Okanogan County,'53047',53047
53049,Pacific County,'53049',53049
53051,Pend Oreille County,'53051',53051
53053,Pierce County,'53053',53053
53055,San Juan County,'53055',53055
53057,Skagit County,'53057',53057
53059,Skamania County,'53059',53059
53061,Snohomish County,'53061',53061
53063,Spokane County,'53063',53063
53065,Stevens County,'53065',53065
53067,Thurston County,'53067',53067
53069,Wahkiakum County,'53069',53069
53071,Walla Walla County,'53071',53071
53073,Whatcom County,'53073',53073
53075,Whitman County,'53075',53075
53077,Yakima County,'53077',53077
54001,Barbour County,'54001',54001
54003,Berkeley County,'54003',54003
54005,Boone County,'54005',54005
54007,Braxton County,'54007',54007
54009,Brooke County,'54009',54009
54011,Cabell County,'54011',54011
54013,Calhoun County,'54013',54013
54015,Clay County,'54015',54015
54017,Doddridge County,'54017',54017
54019,Fayette County,'54019',54019
54021,Gilmer County,'54021',54021
54023,Grant County,'54023',54023
54025,Greenbrier County,'54025',54025
54027,Hampshire County,'54027',54027
54029,Hancock County,'54029',54029
54031,Hardy County,'54031',54031
54033,Harrison County,'54033',54033
54035,Jackson County,'54035',54035
54037,Jefferson County,'54037',54037
54039,Kanawha County,'54039',54039
54041,Lewis County,'54041',54041
54043,Lincoln County,'54043',54043
54045,Logan County,'54045',54045
54047,McDowell County,'54047',54047
54049,Marion County,'54049',54049
54051,Marshall County,'54051',54051
54053,Mason County,'54053',54053
54055,Mercer County,'54055',54055
54057,Mineral County,'54057',54057
54059,Mingo County,'54059',54059
54061,Monongalia County,'54061',54061
54063,Monroe County,'54063',54063
54065,Morgan County,'54065',54065
54067,Nicholas County,'54067',54067
54069,Ohio County,'54069',54069
54071,Pendleton County,'54071',54071
54073,Pleasants County,'54073',54073
54075,Pocahontas County,'54075',54075
54077,Preston County,'54077',54077
54079,Putnam County,'54079',54079
54081,Raleigh County,'54081',54081
54083,Randolph County,'54083',54083
54085,Ritchie County,'54085',54085
54087,Roane County,'54087',54087
54089,Summers County,'54089',54089
54091,Taylor County,'54091',54091
54093,Tucker County,'54093',54093
54095,Tyler County,'54095',54095
54097,Upshur County,'54097',54097
54099,Wayne County,'54099',54099
54101,Webster County,'54101',54101
54103,Wetzel County,'54103',54103
54105,Wirt County,'54105',54105
54107,Wood County,'54107',54107
54109,Wyoming County,'54109',54109
55001,Adams County,'55001',55001
55003,Ashland County,'55003',55003
55005,Barron County,'55005',55005
55007,Bayfield County,'55007',55007
55009,Brown County,'55009',55009
55011,Buffalo County,'55011',55011
55013,Burnett County,'55013',55013
55015,Calumet County,'55015',55015
55017,Chippewa County,'55017',55017
55019,Clark County,'55019',55019
55021,Columbia County,'55021',55021
55023,Crawford County,'55023',55023
55025,Dane County,'55025',55025
55027,Dodge County,'55027',55027
55029,Door County,'55029',55029
55031,Douglas County,'55031',55031
55033,Dunn County,'55033',55033
55035,Eau Claire County,'55035',55035
55037,Florence County,'55037',55037
55039,Fond du Lac County,'55039',55039
55041,Forest County,'55041',55041
55043,Grant County,'55043',55043
55045,Green County,'55045',55045
55047,Green Lake County,'55047',55047
55049,Iowa County,'55049',55049
55051,Iron County,'55051',55051
55053,Jackson County,'55053',55053
55055,Jefferson County,'55055',55055
55057,Juneau County,'55057',55057
55059,Kenosha County,'55059',55059
55061,Kewaunee County,'55061',55061
55063,La Crosse County,'55063',55063
55065,Lafayette County,'55065',55065
55067,Langlade County,'55067',55067
55069,Lincoln County,'55069',55069
55071,Manitowoc County,'55071',55071
55073,Marathon County,'55073',55073
55075,Marinette County,'55075',55075
55077,Marquette County,'55077',55077
55078,Menominee County,'55078',55078
55079,Milwaukee County,'55079',55079
55081,Monroe County,'55081',55081
55083,Oconto County,'55083',55083
55085,Oneida County,'55085',55085
55087,Outagamie County,'55087',55087
55089,Ozaukee County,'55089',55089
55091,Pepin County,'55091',55091
55093,Pierce County,'55093',55093
55095,Polk County,'55095',55095
55097,Portage County,'55097',55097
55099,Price County,'55099',55099
55101,Racine County,'55101',55101
55103,Richland County,'55103',55103
55105,Rock County,'55105',55105
55107,Rusk County,'55107',55107
55109,St. Croix County,'55109',55109
55111,Sauk County,'55111',55111
55113,Sawyer County,'55113',55113
55115,Shawano County,'55115',55115
55117,Sheboygan County,'55117',55117
55119,Taylor County,'55119',55119
55121,Trempealeau County,'55121',55121
55123,Vernon County,'55123',55123
55125,Vilas County,'55125',55125
55127,Walworth County,'55127',55127
55129,Washburn County,'55129',55129
55131,Washington County,'55131',55131
55133,Waukesha County,'55133',55133
55135,Waupaca County,'55135',55135
55137,Waushara County,'55137',55137
55139,Winnebago County,'55139',55139
55141,Wood County,'55141',55141
56001,Albany County,'56001',56001
56003,Big Horn County,'56003',56003
56005,Campbell County,'56005',56005
56007,Carbon County,'56007',56007
56009,Converse County,'56009',56009
56011,Crook County,'56011',56011
56013,Fremont County,'56013',56013
56015,Goshen County,'56015',56015
56017,Hot Springs County,'56017',56017
56019,Johnson County,'56019',56019
56021,Laramie County,'56021',56021
56023,Lincoln County,'56023',56023
56025,Natrona County,'56025',56025
56027,Niobrara County,'56027',56027
56029,Park County,'56029',56029
56031,Platte County,'56031',56031
56033,Sheridan County,'56033',56033
56035,Sublette County,'56035',56035
56037,Sweetwater County,'56037',56037
56039,Teton County,'56039',56039
56041,Uinta County,'56041',56041
56043,Washakie County,'56043',56043
56045,Weston County,'56045',56045
